NAME	BD_NAME	BD	DD_NAME	DD
Joseph_Bryan	Shearjashub Bourne	1746-06-14	Thomas G. Morris	March 4	 2016
Joseph_Bryan_Thompson	Sheila Frahm	1945-03-22	Thomas Gallagher (Illinois)	February 24	 1930
Joseph_Buffington_(congressman)	Sheila Jackson Lee	1950-01-12	Thomas Gholson Jr.	July 4	 1816
Joseph_Buffum_Jr.	Sheldon Whitehouse	1955-10-20	Thomas Gill (politician)	June 3	 2009
Joseph_Burns_(U.S._politician)	Shelley Berkley	1951-01-20	Thomas Glascock	May 19	 1841
Joseph_C._Baldwin	Shelley Moore Capito	1953-11-26	Thomas Gore	March 16	 1949
Joseph_C._Hendrix	Shelley Sekula-Gibbs	1953-06-22	Thomas Gregory Skinner	December 22	 1907
Joseph_C._McKibbin	Sheridan Downey	1884-03-11	Thomas H. Averett	June 30	 1855
Joseph_C._Noyes	Sherman Adams	1899-01-08	Thomas H. B. Browne	August 27	 1892
Joseph_C._O'Mahoney	Sherman Hoar	1860-07-30	Thomas H. Bayly	June 23	 1856
Joseph_C._Pringey	Sherman Minton	1890-10-20	Thomas H. Blake	November 28	 1849
Joseph_C._S._Blackburn	Sherman P. Lloyd	1914-01-11	Thomas H. Cullen	March 1	 1944
Joseph_C._Sibley	Sherrod Brown	1952-11-09	Thomas H. Eliot	October 14	 1991
Joseph_Cable	Sherwood Boehlert	1936-09-28	Thomas H. Herndon	March 28	 1883
Joseph_Calhoun	Shirley Chisholm	1924-11-30	Thomas H. Hicks	February 14	 1865
Joseph_Cao	Sid Morrison	1933-05-13	Thomas H. Hubbard	May 21	 1857
Joseph_Carlton_Loser	Sid Simpson	1894-09-20	Thomas H. Paynter	March 8	 1921
Joseph_Carter_Abbott	Sidney C. Roach	1876-07-25	Thomas H. Seymour	September 3	 1868
Joseph_Casey_(congressman)	Sidney Clarke	1831-10-16	Thomas H. Tongue	January 11	 1903
Joseph_Champlin_Stone	Sidney Dean	1818-11-16	Thomas H. Werdel	September 30	 1966
Joseph_Chappell_Hutcheson	Sidney Edgerton	1818-08-17	Thomas Hale Sill	February 7	 1856
Joseph_Chinn	Sidney Parham Epes	1865-08-20	Thomas Hall (North Dakota politician)	December 4	 1958
Joseph_Cilley	Sidney Perham	1819-03-27	Thomas Hammond (politician)	September 21	 1909
Joseph_Clay	Silas Betton	1768-08-26	Thomas Hardeman Jr.	March 6	 1891
Joseph_Clay_Stiles_Blackburn	Silas Hare	1827-11-13	Thomas Haughey	August 5	 1869
Joseph_Crockett_Shaffer	Silas M. Burroughs (politician)	1810-07-16	Thomas Hedge	November 28	 1920
Joseph_D._Beck	Silas Stow	1773-12-21	Thomas Henderson (New Jersey)	December 15	 1824
Joseph_D._Early	Silas Talbot	1751-01-11	Thomas Henry (Pennsylvania)	July 20	 1849
Joseph_D._Sayers	Silas Wood	1769-09-14	Thomas Henry Ball	May 7	 1944
Joseph_D._Taylor	Silas Wright Jr.	1795-05-24	Thomas Henry Burke (politician)	September 12	 1959
Joseph_D._Tydings	Silas Z. Landes	1842-05-15	Thomas Henry Dale	August 21	 1912
Joseph_Dane	Silvestre Reyes	1944-11-10	Thomas Hickman Williams	May 3	 1851
Joseph_Davis_Brodhead	Silvio O. Conte	1921-11-09	Thomas Hill Williams	?
Joseph_Desha	Simeon B. Chittenden	1814-03-29	Thomas Irwin	May 14	 1870
Joseph_Dickson	Simeon Baldwin	1761-12-14	Thomas J. B. Robinson	January 27	 1958
Joseph_Dixon_(North_Carolina)	Simeon D. Fess	1861-12-11	Thomas J. Barr	March 27	 1881
Joseph_Draper	Simeon Olcott	1735-10-01	Thomas J. Bradley	April 1	 1901
Joseph_Duncan_(politician)	Simon B. Conover	1840-09-23	Thomas J. Clunie	June 30	 1903
Joseph_E._Baird	Simon Cameron	1799-03-08	Thomas J. Creamer	August 4	 1914
Joseph_E._Brennan	Simon Guggenheim	1867-12-30	Thomas J. D. Fuller	February 13	 1876
Joseph_E._Brown	Simon J. Schermerhorn	1827-09-25	Thomas J. Dodd	May 24	 1971
Joseph_E._Casey	Simon Larned	1753-08-03	Thomas J. Geary	July 6	 1929
Joseph_E._Edsall	Sinclair Weeks	1893-06-15	Thomas J. Henderson (politician)	February 6	 1911
Joseph_E._Johnston	Skip Bafalis	1929-09-28	Thomas J. Lane	June 14	 1994
Joseph_E._McDonald	Slade Gorton	1928-01-08	Thomas J. Manton	July 22	 2006
Joseph_E._Ransdell	Smedley Darlington	1827-12-24	Thomas J. McIntyre	August 8	 1992
Joseph_E._Talbot	Smith McPherson	1848-02-14	Thomas J. O'Brien (Illinois politician)	April 14	 1964
Joseph_E._Washington	Smith W. Brookhart	1869-02-02	Thomas J. Oakley	May 11	 1857
Joseph_Earlston_Thropp	Snyder S. Kirkpatrick	1848-02-21	Thomas J. Robertson	October 13	 1897
Joseph_Edgar_Brown	Sol Bloom	1870-03-09	Thomas J. Scully	December 14	 1921
Joseph_Egbert	Solomon Bundy	1823-05-22	Thomas J. Selby	March 10	 1917
Joseph_Eggleston	Solomon Foot	1802-11-19	Thomas J. Speer	August 18	 1872
Joseph_F._Guffey	Solomon L. Hoge	1836-07-11	Thomas J. Steele	March 20	 1920
Joseph_F._Holt	Solomon P. Ortiz	1937-06-03	Thomas J. Strait	April 18	 1924
Joseph_F._Johnston	Solomon Robert Dresser	1842-02-01	Thomas J. Turner	April 4	 1874
Joseph_F._O'Connell	Solomon Strong	1780-03-02	Thomas J. Van Alstyne	October 26	 1903
Joseph_F._Ryter	Solomon Van Rensselaer	1774-08-09	Thomas J. Walsh	March 2	 1933
Joseph_F._Smith_(Pennsylvania_politician)	Solon Borland	1808-09-21	Thomas Jefferson Campbell	April 15	 1850
Joseph_F._Wingate	Sonny Bono	1935-02-16	Thomas Jefferson Halsey	March 17	 1951
Joseph_Fitz_Randolph	Sonny Callahan	1932-09-11	Thomas Jefferson Rusk	July 29	 1857
Joseph_Fornance	Sonny Montgomery	1920-08-05	Thomas Jefferson Ryan	October 10	 1968
Joseph_Franklin_Biddle	South Trimble	1864-04-13	Thomas Jefferson Wood	October 13	 1908
Joseph_Franklin_Wilson	Spark Matsunaga	1916-10-08	Thomas Jenckes	November 4	 1875
Joseph_Fry_Jr.	Speedy Long	1928-06-16	Thomas Jordan Jarvis	June 17	 1915
Joseph_G._Kendall	Spencer Abraham	1952-06-12	Thomas K. Harris	March 18	 1816
Joseph_G._Wilson	Spencer Bachus	1947-12-28	Thomas Kearns	October 18	 1918
Joseph_Gist	Spessard Holland	1892-07-10	Thomas Kempshall	January 14	 1865
Joseph_Grant_Beale	Staley N. Clarke	1794-05-24	Thomas Kittera	June 16	 1839
Joseph_Grinnell_(politician)	Stan Lundine	1939-02-04	Thomas L. Ashley	June 15	 2010
Joseph_Gurney_Cannon	Stanford Parris	1929-09-09	Thomas L. Blanton	August 11	 1957
Joseph_H._Acklen	Stanley E. Bowdle	1868-09-04	Thomas L. Bunting	December 27	 1898
Joseph_H._Anderson	Stanley Griswold	1763-11-14	Thomas L. Hamer	December 2	 1846
Joseph_H._Ball	Stanley H. Kunz	1864-09-26	Thomas L. Harris	November 24	 1858
Joseph_H._Bottum	Stanley L. Greigg	1931-05-07	Thomas L. Owens	June 7	 1948
Joseph_H._Defrees	Stanley Matthews	1915-02-01	Thomas L. Young	July 20	 1888
Joseph_H._Earle	Stanley R. Tupper	1921-01-25	Thomas Laurens Jones	June 20	 1887
Joseph_H._Gaines	Stanley Woodward Davenport	1861-07-21	Thomas Lewis Jr.	?
Joseph_H._Hawkins	Stanton J. Peelle	1843-02-11	Thomas Lowndes (congressman)	July 8	 1843
Joseph_H._Himes	Stanton Warburton	1865-04-13	Thomas Lynch (congressman)	May 4	 1898
Joseph_H._O'Neil	Stanyarne Wilson	1860-01-10	Thomas M. Bowen	December 30	 1906
Joseph_H._Outhwaite	Steny Hoyer	1939-06-14	Thomas M. Eaton	September 16	 1939
Joseph_H._Tuthill	Stephanie Herseth Sandlin	1970-12-03	Thomas M. Edwards	May 1	 1875
Joseph_H._Walker	Stephanie Murphy	1978-09-16	Thomas M. Ferrell	October 20	 1916
Joseph_Hall_(Maine)	Stephanie Tubbs Jones	1949-09-10	Thomas M. Foglietta	November 13	 2004
Joseph_Halsey_Crane	Stephen A. Cobb	1833-06-17	Thomas M. Jett	January 10	 1939
Joseph_Hammons	Stephen A. Corker	1830-05-07	Thomas M. Nelson	November 10	 1853
Joseph_Hawkins_(New_York_politician)	Stephen A. Day	1882-07-13	Thomas M. Norwood	June 19	 1913
Joseph_Healy	Stephen A. Hoxworth	1860-05-01	Thomas M. Patterson	July 23	 1916
Joseph_Hemphill	Stephen A. Hurlbut	1815-11-29	Thomas M. Rees	December 9	 2003
Joseph_Henderson_(Pennsylvania)	Stephen A. Northway	1833-06-19	Thomas M. Storke	October 12	 1971
Joseph_Henry_Kuhns	Stephen Adams (politician)	1807-10-17	Thomas Mann Randolph Jr.	December 20	 1828
Joseph_Henry_Sweney	Stephen Barlow (Pennsylvania)	1779-06-13	Thomas Marshal Bibighaus	June 18	 1853
Joseph_Hiester	Stephen Benton Elkins	1841-09-26	Thomas Marshall Howe	July 20	 1877
Joseph_Hopkins_Peyton	Stephen Bullock	1735-10-10	Thomas Maxwell	November 4	 1864
Joseph_Hopper_Nicholson	Stephen Clark Foster (Maine)	1799-12-24	Thomas McEwan Jr.	September 11	 1926
Joseph_Horace_Lewis	Stephen Coburn	1817-11-11	Thomas McKean Thompson McKennan	July 9	 1852
Joseph_Horace_Shull	Stephen D. Miller	1787-05-08	Thomas McKee Bayne	June 16	 1894
Joseph_Howell	Stephen Decatur Miller	1787-05-08	Thomas Meskill	October 29	 2007
Joseph_Humphrey_Sloss	Stephen F. Lynch	1955-03-31	Thomas Metcalfe (Kentucky politician)	August 18	 1855
Joseph_Hunter_Bryan	Stephen Fincher	1973-02-07	Thomas Montgomery Bell	March 18	 1941
Joseph_I._France	Stephen Fowler Wilson	1821-09-04	Thomas Moore (South Carolina congressman)	July 11	 1822
Joseph_J._Davis	Stephen G. Porter	1869-05-18	Thomas Morris (New York politician)	March 12	 1849
Joseph_J._Gill	Stephen L. Neal	1934-11-07	Thomas N. Downing	October 23	 2001
Joseph_J._Gravely	Stephen Longfellow	1776-03-23	Thomas Newton Jr.	August 5	 1847
Joseph_J._Little	Stephen M. Sparkman	1849-07-29	Thomas O. Edwards	February 5	 1876
Joseph_J._Mansfield	Stephen M. White	1853-01-19	Thomas O'Malley (congressman)	December 19	 1979
Joseph_J._Maraziti	Stephen M. Young	1889-05-04	Thomas P. Grosvenor	April 24	 1817
Joseph_J._McDowell	Stephen Mallory II	1848-11-02	Thomas P. Ochiltree	November 25	 1902
Joseph_J._O'Brien	Stephen Mix Mitchell	1743-12-09	Thomas Parran Sr.	March 29	 1955
Joseph_J._Russell	Stephen Morgan (American politician)	1854-01-25	Thomas Pelly	November 21	 1973
Joseph_John_Martin	Stephen Pace	1891-03-09	Thomas Pinckney	November 2	 1828
Joseph_Johnson_(Virginia_politician)	Stephen R. Bradley	1754-02-20	Thomas Posey	March 19	 1818
Joseph_Johnson_Hart	Stephen Ross Harris	1824-05-22	Thomas R. Ball	June 16	 1943
Joseph_Jorgensen	Stephen Solarz	1940-09-12	Thomas R. Bard	March 5	 1915
Joseph_K._Edgerton	Stephen T. Hopkins	1849-03-25	Thomas R. Cobb	June 23	 1892
Joseph_Karth	Stephen Taber	1821-03-07	Thomas R. Hudd	June 22	 1896
Joseph_Kent	Stephen V. White	1831-08-01	Thomas R. Mitchell	November 2	 1837
Joseph_Kerr	Stephen W. Dorsey	1842-02-28	Thomas R. Ross	June 28	 1869
Joseph_Kille	Stephen Warfield Gambrill	1873-10-02	Thomas R. Underwood	June 29	 1956
Joseph_Kirkland_(congressman)	Sterling Price	1809-09-14	Thomas Ray Hamer	December 22	 1950
Joseph_L._Bristow	Steve Austria	1958-10-12	Thomas Ritchey	March 9	 1863
Joseph_L._Carrigg	Steve Bartlett	1947-09-19	Thomas Robinson Jr.	October 28	 1843
Joseph_L._Fisher	Steve Buyer	1958-11-26	Thomas Ryan (congressman)	April 5	 1914
Joseph_L._Hooper	Steve Chabot	1953-01-22	Thomas Ryum Amlie	August 22	 1973
Joseph_L._Morphis	Steve Cohen	1949-05-24	Thomas S. Bocock	August 5	 1891
Joseph_L._Pfeifer	Steve Daines	1962-08-20	Thomas S. Butler	May 26	 1928
Joseph_L._Rawlins	Steve Driehaus	1966-06-24	Thomas S. Gettys	June 8	 2003
Joseph_L._Rhinock	Steve Gunderson	1951-05-10	Thomas S. Gordon	January 22	 1959
Joseph_L._Tillinghast	Steve Horn	1931-05-31	Thomas S. Kleppe	March 2	 2007
Joseph_L._White	Steve Israel	1958-05-30	Thomas S. Martin	November 12	 1919
Joseph_Lane	Steve Kagen	1949-12-12	Thomas S. McMillan	September 29	 1939
Joseph_Lanier_Williams	Steve King	1949-05-28	Thomas S. Plowman	July 26	 1919
Joseph_Lawrence_(Pennsylvania)	Steve Knight (politician)	1966-12-17	Thomas Scott Williams	December 15	 1861
Joseph_Lecompte	Steve Largent	1954-09-28	Thomas Settle (North Carolina	 53rd-54th Congress)	January 20	 1919
Joseph_Lefever	Steve LaTourette	1954-07-22	Thomas Shannon (Ohio politician)	March 16	 1843
Joseph_Lewis_Jr._(Virginia_politician)	Steve Pearce (politician)	1947-08-24	Thomas Smith (Indiana congressman)	April 12	 1876
Joseph_Lyman	Steve Rothman	1952-10-14	Thomas Spight	January 5	 1924
Joseph_M._Belford	Steve Russell (politician)	1963-05-25	Thomas Sterling	August 26	 1930
Joseph_M._Carey	Steve Scalise	1965-10-06	Thomas Sumter	June 1	 1832
Joseph_M._Dixon	Steve Southerland (Florida politician)	1965-10-10	Thomas Sutler Williams	April 5	 1940
Joseph_M._Gaydos	Steve Stivers	1965-03-24	Thomas Swann	July 24	 1883
Joseph_M._Harper	Steve Stockman	1956-11-14	Thomas T. Whittlesey	August 20	 1868
Joseph_M._Kendall	Steve Symms	1938-04-23	Thomas Taggart	March 6	 1929
Joseph_M._McCormick	Steve Watkins	1976-09-18	Thomas Terry Davis	?
Joseph_M._McDade	Steve Womack	1957-02-18	Thomas Theodore Crittenden	May 29	 1909
Joseph_M._Root	Steven Derounian	1918-04-06	Thomas Tillinghast	August 26	 1821
Joseph_M._Terrell	Steven Horsford	1973-04-29	Thomas Tillotson	?
Joseph_M._Warren	Steven Palazzo	1970-02-21	Thomas Tipton	November 26	 1899
Joseph_Marmaduke_Pratt	Steven Symms	1938-04-23	Thomas Treadwell Davis	May 2	 1872
Joseph_Mason_(New_York_politician)	Steven T. Kuykendall	1947-01-27	Thomas Tredwell	December 30	 1831
Joseph_McCarthy	Stevens T. Mason	1811-10-27	Thomas Tudor Tucker	May 2	 1828
Joseph_McDowell_Jr.	Stewart L. Woodford	1835-09-03	Thomas U. Sisson	September 26	 1923
Joseph_McIlvaine	Stewart McKinney (politician)	1931-01-30	Thomas Van Swearingen	August 19	 1822
Joseph_McKenna	Stewart Udall	1920-01-31	Thomas Vernor Smith	May 24	 1964
Joseph_McLaughlin_(Pennsylvania_politician)	Strom Thurmond	1902-12-05	Thomas W. Bradley	May 30	 1920
Joseph_Millard	Strother M. Stockslager	1842-05-07	Thomas W. Cobb	February 1	 1830
Joseph_Miller_(Ohio_politician)	Stuart Symington	1901-06-26	Thomas W. Cumming	October 13	 1855
Joseph_Minish	Stuyvesant Wainwright	1921-03-16	Thomas W. Ferry	October 13	 1896
Joseph_Montoya	Styles Bridges	1898-09-09	Thomas W. Hardwick	January 31	 1944
Joseph_Morelle	Sue Myrick	1941-08-01	Thomas W. Harrison	May 9	 1935
Joseph_Morris_(Ohio_politician)	Sue W. Kelly	1936-09-26	Thomas W. Miller	May 5	 1973
Joseph_Mruk	Summers Melville Jack	1852-07-18	Thomas W. Osborn	December 18	 1898
Joseph_Mullin	Susan Brooks	1960-08-25	Thomas W. Palmer	June 1	 1913
Joseph_N._Dolph	Susan Collins	1952-12-07	Thomas W. Templeton	September 5	 1935
Joseph_Neville	Susan Davis (politician)	1944-04-13	Thomas W. Thompson	October 1	 1821
Joseph_Oliva_Huot	Susan Molinari	1958-03-27	Thomas Walker Gilmer	February 28	 1844
Joseph_P._Addabbo	Susan Wild	1957-06-07	Thomas Watkins Ligon	January 12	 1881
Joseph_P._Comegys	Susie Lee	1966-11-07	Thomas Wharton Phillips	July 12	 1912
Joseph_P._Hoge	Suzan DelBene	1962-02-17	Thomas Wharton Phillips Jr.	January 2	 1956
Joseph_P._Kennedy_II	Suzanne Bonamici	1954-10-14	Thomas Whitehead (politician)	July 1	 1901
Joseph_P._Kolter	Suzanne Kosmas	1944-02-25	Thomas William Sadler	October 29	 1896
Joseph_P._Monaghan	Sydenham Elnathan Ancona	1824-11-20	Thomas Williams (Alabama)	April 13	 1903
Joseph_P._Newsham	Sydenham Moore	1817-05-25	Thomas Wilson (Minnesota politician)	April 3	 1910
Joseph_P._O'Hara	Sydney Anderson	1881-09-18	Thomas Wilson (Virginia politician)	January 24	 1826
Joseph_P._Vigorito	Sydney Emanuel Mudd II	1885-06-20	Thomas Withers Chinn	May 22	 1852
Joseph_P._Wyatt_Jr.	Sylvia Garcia	1950-09-06	Thomas Wren (Nevada politician)	February 5	 1904
Joseph_Pearson_(politician)	T. Ashton Thompson	1916-03-31	Thomas Y. Fitzpatrick	January 21	 1906
Joseph_Pearson_Caldwell	T. Coleman du Pont	1863-12-11	Thomas Y. Howe Jr.	July 15	 1860
Joseph_Peirce	T. Cooper Evans	1924-05-26	Thomas Yates Walsh	January 20	 1865
Joseph_Powell_(congressman)	T. Frank Appleby	1864-10-10	Thompson Campbell	December 6	 1868
Joseph_Pulitzer	T. James Tumulty	1913-03-02	Thompson W. McNeely	July 23	 1921
Joseph_R._Bryson	T. R. Stockdale	1828-03-28	Thomson J. Skinner	January 20	 1809
Joseph_R._Burton	T. Vincent Quinn	1903-03-16	Thor C. Tollefson	December 30	 1982
Joseph_R._Cockerill	Tammy Baldwin	1962-02-11	Thruston Ballard Morton	August 14	 1982
Joseph_R._Grundy	Tammy Duckworth	1968-03-12	Tic Forrester	March 19	 1970
Joseph_R._Hawley	Tappan Wentworth	1802-02-24	Tilghman Howard	August 16	 1844
Joseph_R._Knowland	Tasker Oddie	1870-10-20	Tilghman Tucker	April 3	 1859
Joseph_R._Lane	Taul Bradford	1835-01-20	Tillie Fowler	March 2	 2005
Joseph_R._Underwood	Taylor Webster	1800-10-01	Tim Lee Carter	March 27	 1987
Joseph_Rainey	Ted Budd	1971-10-21	Tim Lee Hall	November 12	 2008
Joseph_Rankin	Ted Cruz	1970-12-22	Tim Valentine	November 10	 2015
Joseph_Rea_Reed	Ted Deutch	1966-05-07	Timothy Bloodworth	August 24	 1814
Joseph_Reed_Ingersoll	Ted Kaufman	1939-03-15	Timothy Childs	November 25	 1847
Joseph_Reynolds_(congressman)	Ted Kennedy	1932-02-22	Timothy Davis (Iowa)	April 27	 1872
Joseph_Richardson_(American_politician)	Ted Lieu	1969-03-29	Timothy Davis (Massachusetts)	October 23	 1888
Joseph_Ridgway	Ted Poe	1948-09-10	Timothy E. Tarsney	June 8	 1909
Joseph_Ripley_Chandler	Ted Risenhoover	1934-11-03	Timothy Fuller	October 1	 1835
Joseph_Rosier	Ted Stevens	1923-11-18	Timothy Guy Phelps	June 11	 1899
Joseph_Roswell_Hawley	Ted Strickland	1941-08-04	Timothy J. Campbell	April 7	 1904
Joseph_Rowan	Ted Yoho	1955-04-13	Timothy Jenkins	December 24	 1859
Joseph_Russell	Tennyson Guyer	1912-11-29	Timothy O. Howe	March 25	 1883
Joseph_S._Ammerman	Teno Roncalio	1916-03-23	Timothy P. Sheehan	October 8	 2000
Joseph_S._Clark	Terri Sewell	1965-01-01	Timothy Pickering	January 29	 1829
Joseph_S._Fowler	Terry Carpenter	1900-03-28	Timothy Pilsbury	November 23	 1858
Joseph_S._Frelinghuysen	Terry Everett	1937-02-15	Timothy R. Young	May 12	 1898
Joseph_S._Lyman	Terry L. Bruce	1944-03-25	Timothy Sullivan	August 31	 1913
Joseph_Showalter_Smith	Terry Sanford	1917-08-20	Timothy T. Ansberry	July 5	 1943
Joseph_Simon	Thad Cochran	1937-12-07	Tinsley W. Rucker Jr.	November 18	 1926
Joseph_Stanton_Jr.	Thaddeus Betts	1789-02-04	Tip O'Neill	January 5	 1994
Joseph_Stewart_Cottman	Thaddeus C. Pound	1832-12-06	Titus Brown	January 29	 1849
Joseph_Story	Thaddeus C. Sweet	1872-11-16	Tobias A. Plants	June 19	 1887
Joseph_T._Deal	Thaddeus J. Dulski	1915-09-27	Toby Morris	September 1	 1973
Joseph_T._Johnson	Thaddeus M. Machrowicz	'	Tom Bevill	March 28	 2005
Joseph_Taggart	Thaddeus McCotter	1965-08-22	Tom Coburn	March 28	 2020
Joseph_Taylor_Robinson	Thaddeus Stevens	1792-04-04	Tom Connally	October 28	 1963
Joseph_Trumbull_(governor)	Thelma Drake	1949-11-20	Tom D. McKeown	October 22	 1951
Joseph_V._Flynn	Theodore Arlington Bell	1872-07-25	Tom Foley	October 18	 2013
Joseph_V._Graff	Theodore B. Werner	1892-06-02	Tom J. Murray	November 28	 1971
Joseph_V._Quarles	Theodore Christianson	1883-09-12	Tom Kindness	January 8	 2004
Joseph_Vance_(Ohio_politician)	Theodore E. Burton	1851-12-20	Tom Kuchel	November 21	 1994
Joseph_W._Bailey	Theodore F. Green	1867-10-02	Tom L. Johnson	April 10	 1911
Joseph_W._Barr	Theodore Fitz Randolph	1826-06-24	Tom Lantos	February 11	 2008
Joseph_W._Byrns_Jr.	Theodore Foster	1752-04-29	Tom Lewis (American politician)	August 1	 2003
Joseph_W._Chalmers	Theodore Frelinghuysen	1787-03-28	Tom Luken	January 10	 2018
Joseph_W._Clift	Theodore G. Bilbo	1877-10-13	Tom Pickett	June 7	 1980
Joseph_W._Fordney	Theodore G. Croft	1874-11-26	Tom Railsback	January 20	 2020
Joseph_W._Martin_Jr.	Theodore Gourdin	1764-03-20	Tom Steed	June 8	 1983
Joseph_W._McClurg	Theodore L. Poole	1840-04-10	Tom Stewart	October 10	 1972
Joseph_W._McCorkle	Theodore R. Kupferman	1920-05-12	Tom Stout	December 26	 1965
Joseph_W._Morris	Theodore Sedgwick	1746-05-09	Tom Van Horn Moorehead	October 21	 1979
Joseph_W._White	Theodore Stark Wilkinson (Louisiana)	1847-12-18	Tom Vandergriff	December 30	 2010
Joseph_Walsh_(Massachusetts)	Theodore W. Hukriede	1878-11-09	Tom Yon	February 16	 1971
Joseph_Warren_Ray	Theodore Weld Burdick	1836-10-07	Torbert Macdonald	May 21	 1976
Joseph_Webber_Jackson	Theodoric R. Westbrook	1821-11-20	Townsend Scudder	February 22	 1960
Joseph_Weeks	Theodorus Bailey (politician)	1758-10-12	Tredwell Scudder	October 31	 1834
Joseph_Weldon_Bailey	Theophilus Bradbury	1739-11-13	Tristam Burges	October 13	 1853
Joseph_Weldon_Bailey_Jr.	Thetus W. Sims	1852-04-25	Tristram Dalton	May 30	 1817
Joseph_Wheeler	Thom Tillis	1960-08-30	Truman A. Merriman	April 16	 1892
Joseph_Whitehead_(Congressman)	Thomas A. Boyd	1830-06-25	Truman H. Hoag	February 5	 1870
Joseph_Wilson_Ervin	Thomas A. Burke	1898-10-30	Truman Handy Newberry	October 3	 1945
Joseph_Winston	Thomas A. Doyle	1886-01-09	Truman Smith	May 3	 1884
Joseph_Y._Resnick	Thomas A. E. Weadock	1850-01-01	Trusten Polk	April 16	 1876
Josh_Gottheimer	Thomas A. Hendricks	1819-09-07	Ulysses F. Doubleday	March 11	 1866
Josh_Harder	Thomas A. Jenkins	1880-10-28	Ulysses Samuel Guyer	June 5	 1943
Josh_Hawley	Thomas A. Wofford	1908-09-27	Uriah Forrest	July 6	 1805
Joshua_A._Lowell	Thomas Abernethy (politician)	1903-05-16	Uriah Tracy	July 19	 1807
Joshua_B._Lee	Thomas Alan Goldsborough	1877-09-16	Usher L. Burdick	August 19	 1960
Joshua_Clayton	Thomas Alexander Marshall	1794-01-15	Valentine B. Horton	January 14	 1888
Joshua_Coit	Thomas Andrews (politician)	1953-03-22	Valentine Efner	November 20	 1865
Joshua_Cushman	Thomas B. Butler	1806-08-22	Van. H. Manning	November 3	 1892
